StateAb,DivisionID,DivisionNm,CandidateID,Surname,GivenNm,BallotPosition,Elected,HistoricElected,PartyAb,PartyNm,type,votes,Total Formal Primary Votes,Total Primary Votes,VotesPcTotal,VotesPcFormalTotal,VotesPc
VIC,326.0,Hawke,37623.0,SUDUK,Nick,8.0,N,N,ON,Pauline Hanson's One Nation,OrdinaryVotes,3504,68271,74853,0.046811751032022765,0.05132486707386738,0.05132486707386738
VIC,326.0,Hawke,37228.0,MARTUCCI,Max,5.0,N,N,TNL,TNL,OrdinaryVotes,1275,68271,74853,0.017033385435453487,0.018675572351364415,0.018675572351364415
,,Hawke,,,,,,,Total,,OrdinaryVotes,74853,68271,74853,1.0,1.09640989585622,1.09640989585622
,,Hawke,,,,,,,Total Formal,,OrdinaryVotes,68271,68271,74853,0.9120676525990942,1.0,1.0
VIC,326.0,Hawke,36015.0,CUTHBERTSON,Andrew Glenn,11.0,N,N,UAPP,United Australia Party,OrdinaryVotes,4794,68271,74853,0.06404552923730512,0.0702201520411302,0.0702201520411302
VIC,326.0,Hawke,36684.0,HYNES,Jack,10.0,N,N,VNS,Victorian Socialists,OrdinaryVotes,697,68271,74853,0.009311584038047908,0.010209312885412547,0.010209312885412547
VIC,326.0,Hawke,999.0,Informal,Informal,999.0,N,N,,Informal,OrdinaryVotes,6582,68271,74853,0.08793234740090577,0.09640989585622006,0.08793234740090577
QLD,165.0,Herbert,37218.0,MCCORMACK,Toni,10.0,N,N,AJP,Animal Justice Party,OrdinaryVotes,1036,73915,78798,0.013147541815782126,0.01401609957383481,0.01401609957383481
QLD,165.0,Herbert,37239.0,RING,John,2.0,N,N,ALP,Australian Labor Party,OrdinaryVotes,16343,73915,78798,0.20740374121170588,0.2211053236826084,0.2211053236826084
QLD,165.0,Herbert,37720.0,BALLARD,Larna,4.0,N,N,GAP,The Great Australian Party,OrdinaryVotes,597,73915,78798,0.0075763344247315925,0.008076845024690523,0.008076845024690523
QLD,165.0,Herbert,37330.0,HUMPHREYS,Scott,3.0,N,N,GRN,Queensland Greens,OrdinaryVotes,6141,73915,78798,0.07793345008756568,0.08308191841980654,0.08308191841980654
QLD,165.0,Herbert,37167.0,McMAHON,Toni,1.0,N,N,IMO,Informed Medical Options Party,OrdinaryVotes,1348,73915,78798,0.017107033173430798,0.01823716431035649,0.01823716431035649
QLD,165.0,Herbert,37411.0,EGAN,Angela,6.0,N,N,IND,Independent,OrdinaryVotes,2422,73915,78798,0.030736820731490647,0.03276736792261381,0.03276736792261381
QLD,165.0,Herbert,35955.0,CLARE,Steven,7.0,N,N,IND,Independent,OrdinaryVotes,780,73915,78798,0.009898728394121679,0.010552661841304201,0.010552661841304201
QLD,165.0,Herbert,37295.0,HAWKS,Clynton,9.0,N,N,KAP,Katter's Australian Party (KAP),OrdinaryVotes,5127,73915,78798,0.06506510317520749,0.06936345802611107,0.06936345802611107
QLD,165.0,Herbert,37471.0,THOMPSON,Phillip,5.0,Y,Y,LNP,Liberal National Party of Queensland,OrdinaryVotes,34533,73915,78798,0.4382471636335948,0.46719880944327946,0.46719880944327946
QLD,165.0,Herbert,38221.0,PEPE,Diane,11.0,N,N,ON,Pauline Hanson's One Nation,OrdinaryVotes,3640,73915,78798,0.0461940658392345,0.049245755259419606,0.049245755259419606
,,Herbert,,,,,,,Total,,OrdinaryVotes,78798,73915,78798,1.0,1.0660623689372928,1.0660623689372928
,,Herbert,,,,,,,Total Formal,,OrdinaryVotes,73915,73915,78798,0.9380314221173126,1.0,1.0
QLD,165.0,Herbert,35990.0,DOWLING,Greg Ian,8.0,N,N,UAPP,United Australia Party,OrdinaryVotes,1948,73915,78798,0.024721439630447473,0.026354596495975106,0.026354596495975106
QLD,165.0,Herbert,999.0,Informal,Informal,999.0,N,N,,Informal,OrdinaryVotes,4883,73915,78798,0.06196857788268738,0.06606236893729284,0.06196857788268738
VIC,215.0,Higgins,36748.0,WALKER,Alicia,3.0,N,N,AJP,Animal Justice Party,OrdinaryVotes,847,69188,71192,0.011897404202719406,0.012242007284500202,0.012242007284500202
VIC,215.0,Higgins,36433.0,ANANDA-RAJAH,Michelle,6.0,Y,N,ALP,Australian Labor Party,OrdinaryVotes,20130,69188,71192,0.2827564894932015,0.29094640689136847,0.29094640689136847
VIC,215.0,Higgins,37802.0,MENOUDAKIS,Suzie,7.0,N,N,CYA,Australian Federation Party,OrdinaryVotes,348,69188,71192,0.0048881896842341835,0.005029773949239752,0.005029773949239752
VIC,215.0,Higgins,36521.0,SEMMENS,Sonya,8.0,N,N,GRN,The Greens,OrdinaryVotes,16189,69188,71192,0.22739914597145747,0.23398566225356998,0.23398566225356998
VIC,215.0,Higgins,36940.0,FORD,Matthew,1.0,N,N,LDP,Liberal Democrats,OrdinaryVotes,1860,69188,71192,0.026126531070906844,0.026883274556281436,0.026883274556281436
VIC,215.0,Higgins,36732.0,ALLEN,Katie,4.0,N,Y,LP,Liberal,OrdinaryVotes,27490,69188,71192,0.38613889201033824,0.39732323524310575,0.39732323524310575
VIC,215.0,Higgins,37573.0,JOHNSON,Andrew,5.0,N,N,REAS,Reason Australia,OrdinaryVotes,1015,69188,71192,0.014257219912349703,0.014670174018615945,0.014670174018615945
,,Higgins,,,,,,,Total,,OrdinaryVotes,71192,69188,71192,1.0,1.0289645603283806,1.0289645603283806
,,Higgins,,,,,,,Total Formal,,OrdinaryVotes,69188,69188,71192,0.9718507697494101,1.0,1.0
VIC,215.0,Higgins,36017.0,SPENCER,Ingram Magnus,2.0,N,N,UAPP,United Australia Party,OrdinaryVotes,1309,69188,71192,0.01838689740420272,0.018919465803318495,0.018919465803318495
VIC,215.0,Higgins,999.0,Informal,Informal,999.0,N,N,,Informal,OrdinaryVotes,2004,69188,71192,0.028149230250589952,0.028964560328380642,0.028149230250589952
SA,185.0,Hindmarsh,36610.0,PASTRO,Matt,8.0,N,N,AJP,Animal Justice Party,OrdinaryVotes,1715,84436,89930,0.01907038807961748,0.020311241650480837,0.020311241650480837
SA,185.0,Hindmarsh,36984.0,BUTLER,Mark,4.0,Y,Y,ALP,Australian Labor Party,OrdinaryVotes,35769,84436,89930,0.39774268875792285,0.42362262542043677,0.42362262542043677
SA,185.0,Hindmarsh,37706.0,RICHARDS,Dianne,5.0,N,N,CYA,Australian Federation Party,OrdinaryVotes,531,84436,89930,0.005904592460802847,0.006288786773414184,0.006288786773414184
SA,185.0,Hindmarsh,37179.0,WITT,Jamie,7.0,N,N,GAP,The Great Australian Party,OrdinaryVotes,976,84436,89930,0.010852885577671523,0.011559050641906297,0.011559050641906297
SA,185.0,Hindmarsh,36478.0,O'SULLIVAN,Patrick,1.0,N,N,GRN,The Greens,OrdinaryVotes,12063,84436,89930,0.13413766262648727,0.14286560234970866,0.14286560234970866
SA,185.0,Hindmarsh,37075.0,FINIZIO,Anna,2.0,N,N,LP,Liberal,OrdinaryVotes,27032,84436,89930,0.30058934727009895,0.3201478042541096,0.3201478042541096
SA,185.0,Hindmarsh,36888.0,JOHNSON,Walter,3.0,N,N,ON,Pauline Hanson's One Nation,OrdinaryVotes,3286,84436,89930,0.03653953074613588,0.038917049599696815,0.038917049599696815
,,Hindmarsh,,,,,,,Total,,OrdinaryVotes,89930,84436,89930,1.0,1.0650670330190914,1.0650670330190914
,,Hindmarsh,,,,,,,Total Formal,,OrdinaryVotes,84436,84436,89930,0.938908039586345,1.0,1.0
SA,185.0,Hindmarsh,36412.0,MELISSOURGOS,George,6.0,N,N,UAPP,United Australia Party,OrdinaryVotes,3064,84436,89930,0.03407094406760814,0.03628783931024682,0.03628783931024682
SA,185.0,Hindmarsh,999.0,Informal,Informal,999.0,N,N,,Informal,OrdinaryVotes,5494,84436,89930,0.06109196041365506,0.06506703301909138,0.06109196041365506
QLD,166.0,Hinkler,37242.0,SCANES,Jason,4.0,N,N,ALP,Australian Labor Party,OrdinaryVotes,19291,81208,84147,0.22925356816048106,0.23755048763668604,0.23755048763668604
QLD,166.0,Hinkler,37335.0,McLEAN,Andrew,5.0,N,N,GRN,Queensland Greens,OrdinaryVotes,4361,81208,84147,0.05182597121703685,0.05370160575312777,0.05370160575312777
QLD,166.0,Hinkler,36247.0,DEMPSEY,Jack,6.0,N,N,IND,Independent,OrdinaryVotes,10827,81208,84147,0.12866768868765374,0.13332430302433257,0.13332430302433257
QLD,166.0,Hinkler,37476.0,PITT,Keith,1.0,Y,Y,LNP,Liberal National Party of Queensland,OrdinaryVotes,33253,81208,84147,0.39517748701676825,0.40947936163924736,0.40947936163924736
QLD,166.0,Hinkler,38223.0,MENHENNETT,Zak,3.0,N,N,ON,Pauline Hanson's One Nation,OrdinaryVotes,7111,81208,84147,0.08450687487373287,0.08756526450596,0.08756526450596
,,Hinkler,,,,,,,Total,,OrdinaryVotes,84147,81208,84147,1.0,1.0361910156634815,1.0361910156634815
,,Hinkler,,,,,,,Total Formal,,OrdinaryVotes,81208,81208,84147,0.9650730269647165,1.0,1.0
QLD,166.0,Hinkler,35986.0,NASH,Kristie,2.0,N,N,UAPP,United Australia Party,OrdinaryVotes,6365,81208,84147,0.0756414370090437,0.07837897744064624,0.07837897744064624
QLD,166.0,Hinkler,999.0,Informal,Informal,999.0,N,N,,Informal,OrdinaryVotes,2939,81208,84147,0.03492697303528349,0.03619101566348143,0.03492697303528349
VIC,216.0,Holt,36438.0,FERNANDO,Cassandra,2.0,Y,N,ALP,Australian Labor Party,OrdinaryVotes,28609,68258,73332,0.3901298205421917,0.41913035834627443,0.41913035834627443
VIC,216.0,Holt,37768.0,SALDANHA,Gregory,5.0,N,N,CYA,Australian Federation Party,OrdinaryVotes,518,68258,73332,0.007063764795723558,0.007588854053737291,0.007588854053737291
VIC,216.0,Holt,36525.0,MATHEW,Sujit,7.0,N,N,GRN,The Greens,OrdinaryVotes,5532,68258,73332,0.07543773523154966,0.08104544522253802,0.08104544522253802
VIC,216.0,Holt,37827.0,RAGUPATHY,Ravi,1.0,N,N,IND,Independent,OrdinaryVotes,1955,68258,73332,0.026659575628647795,0.028641331419027805,0.028641331419027805
VIC,216.0,Holt,36936.0,NUNEZ-SILVA,Matthew,6.0,N,N,LDP,Liberal Democrats,OrdinaryVotes,1783,68258,73332,0.02431407843778978,0.0261214802660494,0.0261214802660494
VIC,216.0,Holt,36722.0,PERERA,Ranj,8.0,N,N,LP,Liberal,OrdinaryVotes,19988,68258,73332,0.27256859215622103,0.2928301444519324,0.2928301444519324
VIC,216.0,Holt,37635.0,AMBARD,Sandy,4.0,N,N,ON,Pauline Hanson's One Nation,OrdinaryVotes,2871,68258,73332,0.0391507118311242,0.04206100383837792,0.04206100383837792
,,Holt,,,,,,,Total,,OrdinaryVotes,73332,68258,73332,1.0,1.074335609012863,1.074335609012863
,,Holt,,,,,,,Total Formal,,OrdinaryVotes,68258,68258,73332,0.9308078328696885,1.0,1.0
VIC,216.0,Holt,36021.0,HANSEN,Gerardine,3.0,N,N,UAPP,United Australia Party,OrdinaryVotes,7002,68258,73332,0.09548355424644084,0.10258138240206276,0.10258138240206276
VIC,216.0,Holt,999.0,Informal,Informal,999.0,N,N,,Informal,OrdinaryVotes,5074,68258,73332,0.06919216713031145,0.07433560901286296,0.06919216713031145
VIC,217.0,Hotham,36428.0,O'NEIL,Clare,2.0,Y,Y,ALP,Australian Labor Party,OrdinaryVotes,35230,74488,77414,0.45508564342367014,0.47296208785307703,0.47296208785307703
VIC,217.0,Hotham,36529.0,WILLOUGHBY,Louisa,3.0,N,N,GRN,The Greens,OrdinaryVotes,9070,74488,77414,0.11716227039036867,0.12176457952958866,0.12176457952958866
VIC,217.0,Hotham,36962.0,SOK,Edward,1.0,N,N,LDP,Liberal Democrats,OrdinaryVotes,4926,74488,77414,0.06363190120650011,0.06613145741595962,0.06613145741595962
VIC,217.0,Hotham,36720.0,BEVINAKOPPA,Savitri,6.0,N,N,LP,Liberal,OrdinaryVotes,18703,74488,77414,0.2415971271346268,0.25108742347760715,0.25108742347760715
VIC,217.0,Hotham,37657.0,TULL,Roger,5.0,N,N,ON,Pauline Hanson's One Nation,OrdinaryVotes,2002,74488,77414,0.025860955382747308,0.02687681237246268,0.02687681237246268
,,Hotham,,,,,,,Total,,OrdinaryVotes,77414,74488,77414,1.0,1.039281495005907,1.039281495005907
,,Hotham,,,,,,,Total Formal,,OrdinaryVotes,74488,74488,77414,0.9622032190559847,1.0,1.0
VIC,217.0,Hotham,36023.0,RIDGWAY,Bruce Scott,4.0,N,N,UAPP,United Australia Party,OrdinaryVotes,4557,74488,77414,0.05886532151807167,0.06117763935130491,0.06117763935130491
VIC,217.0,Hotham,999.0,Informal,Informal,999.0,N,N,,Informal,OrdinaryVotes,2926,74488,77414,0.03779678094401529,0.03928149500590699,0.03779678094401529
NSW,124.0,Hughes,36790.0,CAMPBELL,Riley,7.0,N,N,ALP,Labor,OrdinaryVotes,18199,81037,84842,0.21450460856651188,0.22457642805138395,0.22457642805138395
NSW,124.0,Hughes,36359.0,THOMPSON,Pete,2.0,N,N,GRN,The Greens,OrdinaryVotes,4875,81037,84842,0.05745974870936565,0.060157705739353626,0.060157705739353626
NSW,124.0,Hughes,36104.0,STEELE,Georgia,3.0,N,N,IND,Independent,OrdinaryVotes,12187,81037,84842,0.14364347846585418,0.1503880943272826,0.1503880943272826
NSW,124.0,Hughes,37398.0,SEYMOUR,Linda,6.0,N,N,IND,Independent,OrdinaryVotes,2682,81037,84842,0.03161170175149101,0.0330959931882967,0.0330959931882967
NSW,124.0,Hughes,37190.0,WARE,Jenny,1.0,Y,N,LP,Liberal,OrdinaryVotes,34983,81037,84842,0.41233115673840787,0.4316916963856016,0.4316916963856016
NSW,124.0,Hughes,37821.0,SEYMOUR,Narelle,5.0,N,N,ON,Pauline Hanson's One Nation,OrdinaryVotes,2012,81037,84842,0.02371466962117819,0.024828164912324,0.024828164912324
,,Hughes,,,,,,,Total,,OrdinaryVotes,84842,81037,84842,1.0,1.0469538605822033,1.0469538605822033
,,Hughes,,,,,,,Total Formal,,OrdinaryVotes,81037,81037,84842,0.9551519294688952,1.0,1.0
NSW,124.0,Hughes,36249.0,KELLY,Craig,4.0,N,Y,UAPP,United Australia Party,OrdinaryVotes,6099,81037,84842,0.07188656561608638,0.0752619173957575,0.0752619173957575
NSW,124.0,Hughes,999.0,Informal,Informal,999.0,N,N,,Informal,OrdinaryVotes,3805,81037,84842,0.04484807053110488,0.04695386058220319,0.04484807053110488
NSW,125.0,Hume,36785.0,BAINES,Greg,1.0,N,N,ALP,Labor,OrdinaryVotes,17370,87435,94439,0.18392824998146953,0.19866186309830158,0.19866186309830158
NSW,125.0,Hume,37320.0,SELLER,Ross Edward,5.0,N,N,ASP,"Shooters, Fishers and Farmers Party",OrdinaryVotes,2456,87435,94439,0.02600620506358602,0.02808943786813061,0.02808943786813061
NSW,125.0,Hume,36323.0,STEWART,Karen,6.0,N,N,GRN,The Greens,OrdinaryVotes,4088,87435,94439,0.043287201262190406,0.04675473208669297,0.04675473208669297
NSW,125.0,Hume,37730.0,MENERIPITIYAGE DONA,Sheneli,4.0,N,N,IND,Independent,OrdinaryVotes,933,87435,94439,0.009879393047363906,0.010670784010979584,0.010670784010979584
NSW,125.0,Hume,37807.0,ACKERY,Penny,9.0,N,N,IND,Independent,OrdinaryVotes,14024,87435,94439,0.14849797223604655,0.1603934351232344,0.1603934351232344
NSW,125.0,Hume,36772.0,DE LIMA,Joaquim Eduardo,8.0,N,N,LDP,Liberal Democrats,OrdinaryVotes,621,87435,94439,0.006575673185866009,0.007102418939783839,0.007102418939783839
NSW,125.0,Hume,37034.0,TAYLOR,Angus,7.0,Y,Y,LP,Liberal,OrdinaryVotes,37517,87435,94439,0.3972617244994123,0.4290844627437525,0.4290844627437525
NSW,125.0,Hume,37521.0,THOMPSON,Rebecca,3.0,N,N,ON,Pauline Hanson's One Nation,OrdinaryVotes,6372,87435,94439,0.06747212486366862,0.07287699433865157,0.07287699433865157
,,Hume,,,,,,,Total,,OrdinaryVotes,94439,87435,94439,1.0,1.0801052210213302,1.0801052210213302
,,Hume,,,,,,,Total Formal,,OrdinaryVotes,87435,87435,94439,0.9258357246476562,1.0,1.0
NSW,125.0,Hume,36341.0,DOLLIN,Garry Trevor,2.0,N,N,UAPP,United Australia Party,OrdinaryVotes,4054,87435,94439,0.04292718050805282,0.046365871790472926,0.046365871790472926
NSW,125.0,Hume,999.0,Informal,Informal,999.0,N,N,,Informal,OrdinaryVotes,7004,87435,94439,0.07416427535234384,0.08010522102133014,0.07416427535234384
NSW,126.0,Hunter,36401.0,DAVIES,Victoria,3.0,N,N,AJP,Animal Justice Party,OrdinaryVotes,1934,91786,99679,0.019402281323046982,0.021070751530734535,0.021070751530734535
NSW,126.0,Hunter,36792.0,REPACHOLI,Dan,2.0,Y,N,ALP,Labor,OrdinaryVotes,35820,91786,99679,0.35935352481465505,0.39025559453511427,0.39025559453511427
NSW,126.0,Hunter,36307.0,MURRAY,Janet,1.0,N,N,GRN,The Greens,OrdinaryVotes,7788,91786,99679,0.07813079986757492,0.08484954132438498,0.08484954132438498
NSW,126.0,Hunter,37574.0,TOWNSEND,Cathy,5.0,N,N,IMO,Informed Medical Options Party,OrdinaryVotes,1163,91786,99679,0.011667452522597538,0.012670777678513063,0.012670777678513063
NSW,126.0,Hunter,32415.0,BONDS,Stuart,4.0,N,N,IND,Independent,OrdinaryVotes,5330,91786,99679,0.05347164397716671,0.058069858148301484,0.058069858148301484
NSW,126.0,Hunter,37365.0,LARUFFA,Scott Fulvio,9.0,N,N,IND,Independent,OrdinaryVotes,1542,91786,99679,0.015469657600898886,0.016799947704442944,0.016799947704442944
NSW,126.0,Hunter,36296.0,THOMSON,James,7.0,N,N,NP,The Nationals,OrdinaryVotes,25594,91786,99679,0.25676421312412845,0.27884426818904845,0.27884426818904845
NSW,126.0,Hunter,37525.0,McNAMARA,Dale,8.0,N,N,ON,Pauline Hanson's One Nation,OrdinaryVotes,8975,91786,99679,0.0900390252711203,0.0977817967881812,0.0977817967881812
,,Hunter,,,,,,,Total,,OrdinaryVotes,99679,91786,99679,1.0,1.0859935066349988,1.0859935066349988
,,Hunter,,,,,,,Total Formal,,OrdinaryVotes,91786,91786,99679,0.9208158187782782,1.0,1.0
NSW,126.0,Hunter,36273.0,PASSFIELD,Geoff,6.0,N,N,UAPP,United Australia Party,OrdinaryVotes,3640,91786,99679,0.03651722027708946,0.039657464101279065,0.039657464101279065
NSW,126.0,Hunter,999.0,Informal,Informal,999.0,N,N,,Informal,OrdinaryVotes,7893,91786,99679,0.07918418122172173,0.0859935066349988,0.07918418122172173
VIC,218.0,Indi,36698.0,ALEKSOV,Angel,1.0,N,N,AJP,Animal Justice Party,OrdinaryVotes,1318,81375,86429,0.015249511159448796,0.016196620583717358,0.016196620583717358
VIC,218.0,Indi,36431.0,DAVID,Nadia,8.0,N,N,ALP,Australian Labor Party,OrdinaryVotes,6896,81375,86429,0.07978803410892177,0.08474347158218126,0.08474347158218126
VIC,218.0,Indi,37281.0,O'CONNELL,Lachlan,3.0,N,N,DHJP,Derryn Hinch's Justice Party,OrdinaryVotes,803,81375,86429,0.009290863020513948,0.0098678955453149,0.0098678955453149
VIC,218.0,Indi,36531.0,GILBERT,Benjamin,6.0,N,N,GRN,The Greens,OrdinaryVotes,2610,81375,86429,0.03019819736431059,0.03207373271889401,0.03207373271889401
VIC,218.0,Indi,32086.0,HAINES,Helen,2.0,Y,Y,IND,Independent,OrdinaryVotes,33366,81375,86429,0.38605097825961193,0.4100276497695853,0.4100276497695853
VIC,218.0,Indi,36898.0,FIDGE,Julian,9.0,N,N,LDP,Liberal Democrats,OrdinaryVotes,1832,81375,86429,0.021196589107822607,0.02251305683563748,0.02251305683563748
VIC,218.0,Indi,36721.0,LYMAN,Ross,10.0,N,N,LP,Liberal,OrdinaryVotes,25137,81375,86429,0.2908398801328258,0.30890322580645163,0.30890322580645163
VIC,218.0,Indi,36055.0,FISHER,Liz,7.0,N,N,NP,The Nationals,OrdinaryVotes,3174,81375,86429,0.03672378484073633,0.039004608294930875,0.039004608294930875
VIC,218.0,Indi,37678.0,STEVENS,Beth,5.0,N,N,ON,Pauline Hanson's One Nation,OrdinaryVotes,4283,81375,86429,0.049555126172928066,0.052632872503840245,0.052632872503840245
,,Indi,,,,,,,Total,,OrdinaryVotes,86429,81375,86429,1.0,1.0621075268817204,1.0621075268817204
,,Indi,,,,,,,Total Formal,,OrdinaryVotes,81375,81375,86429,0.9415242569045112,1.0,1.0
VIC,218.0,Indi,36025.0,WILLIAMS,Stephen,4.0,N,N,UAPP,United Australia Party,OrdinaryVotes,1956,81375,86429,0.022631292737391385,0.024036866359447004,0.024036866359447004
VIC,218.0,Indi,999.0,Informal,Informal,999.0,N,N,,Informal,OrdinaryVotes,5054,81375,86429,0.05847574309548878,0.06210752688172043,0.05847574309548878
VIC,219.0,Isaacs,36677.0,LIVINGSTONE,Alix,6.0,N,N,AJP,Animal Justice Party,OrdinaryVotes,1550,74147,76860,0.020166536559979183,0.020904419598904878,0.020904419598904878
VIC,219.0,Isaacs,36434.0,DREYFUS,Mark,2.0,Y,Y,ALP,Australian Labor Party,OrdinaryVotes,29934,74147,76860,0.38946135831381734,0.40371154598297976,0.40371154598297976
VIC,219.0,Isaacs,36532.0,BRESKIN,Alex,5.0,N,N,GRN,The Greens,OrdinaryVotes,9674,74147,76860,0.12586520947176685,0.1304705517418102,0.1304705517418102
VIC,219.0,Isaacs,36952.0,O'DONNELL,Sarah,3.0,N,N,LDP,Liberal Democrats,OrdinaryVotes,3766,74147,76860,0.04899817850637523,0.050790996264177914,0.050790996264177914
VIC,219.0,Isaacs,36725.0,BEATON,Robbie,4.0,N,N,LP,Liberal,OrdinaryVotes,23177,74147,76860,0.30154826958105646,0.3125817632540764,0.3125817632540764
VIC,219.0,Isaacs,37728.0,SOKIRANSKY,Boris,1.0,N,N,ON,Pauline Hanson's One Nation,OrdinaryVotes,2298,74147,76860,0.029898516783762687,0.030992487895666717,0.030992487895666717
,,Isaacs,,,,,,,Total,,OrdinaryVotes,76860,74147,76860,1.0,1.0365894776592446,1.0365894776592446
,,Isaacs,,,,,,,Total Formal,,OrdinaryVotes,74147,74147,76860,0.9647020556856623,1.0,1.0
VIC,219.0,Isaacs,36029.0,McCAMISH,Scott Anson,7.0,N,N,UAPP,United Australia Party,OrdinaryVotes,3748,74147,76860,0.0487639864689045,0.05054823526238418,0.05054823526238418
VIC,219.0,Isaacs,999.0,Informal,Informal,999.0,N,N,,Informal,OrdinaryVotes,2713,74147,76860,0.035297944314337755,0.036589477659244474,0.035297944314337755
VIC,220.0,Jagajaga,36435.0,THWAITES,Kate,1.0,Y,Y,ALP,Australian Labor Party,OrdinaryVotes,32008,78061,81304,0.393682967627669,0.41003830337812736,0.41003830337812736
VIC,220.0,Jagajaga,37438.0,PALMARINI,Brendan,2.0,N,N,CYA,Australian Federation Party,OrdinaryVotes,554,78061,81304,0.006813932893830562,0.007097013873765388,0.007097013873765388
VIC,220.0,Jagajaga,36539.0,CHASE,Liz,6.0,N,N,GRN,The Greens,OrdinaryVotes,13029,78061,81304,0.1602504181836072,0.16690793097705642,0.16690793097705642
VIC,220.0,Jagajaga,36896.0,MUSTAF,Zahra,4.0,N,N,IND,Independent,OrdinaryVotes,2434,78061,81304,0.029937026468562434,0.031180743264882592,0.031180743264882592
VIC,220.0,Jagajaga,36939.0,TESA,Maya,5.0,N,N,LDP,Liberal Democrats,OrdinaryVotes,3000,78061,81304,0.03689855357669979,0.03843148307093171,0.03843148307093171
VIC,220.0,Jagajaga,36726.0,TOMAR,Sahil,8.0,N,N,LP,Liberal,OrdinaryVotes,22778,78061,81304,0.28015841779002265,0.2917974404632275,0.2917974404632275
VIC,220.0,Jagajaga,37663.0,BOOKER,John,7.0,N,N,ON,Pauline Hanson's One Nation,OrdinaryVotes,1595,78061,81304,0.01961773098494539,0.02043273849937869,0.02043273849937869
,,Jagajaga,,,,,,,Total,,OrdinaryVotes,81304,78061,81304,1.0,1.0415444331996773,1.0415444331996773
,,Jagajaga,,,,,,,Total Formal,,OrdinaryVotes,78061,78061,81304,0.9601126635835875,1.0,1.0
VIC,220.0,Jagajaga,36032.0,ZELINKA,Allison,3.0,N,N,UAPP,United Australia Party,OrdinaryVotes,2663,78061,81304,0.032753616058250515,0.034114346472630376,0.034114346472630376
VIC,220.0,Jagajaga,999.0,Informal,Informal,999.0,N,N,,Informal,OrdinaryVotes,3243,78061,81304,0.039887336416412476,0.041544433199677176,0.039887336416412476
QLD,167.0,Kennedy,37249.0,BRANDON,Jason,5.0,N,N,ALP,Australian Labor Party,OrdinaryVotes,12763,78240,81062,0.1574473859514939,0.1631262781186094,0.1631262781186094
QLD,167.0,Kennedy,37339.0,COX,Jennifer,4.0,N,N,GRN,Queensland Greens,OrdinaryVotes,4896,78240,81062,0.06039821371296045,0.06257668711656442,0.06257668711656442
QLD,167.0,Kennedy,36118.0,SACKLEY,Jen,3.0,N,N,IND,Independent,OrdinaryVotes,2465,78240,81062,0.030408822876316893,0.03150562372188139,0.03150562372188139
QLD,167.0,Kennedy,37304.0,KATTER,Bob,1.0,Y,Y,KAP,Katter's Australian Party (KAP),OrdinaryVotes,32971,78240,81062,0.40673805235498756,0.4214084867075665,0.4214084867075665
QLD,167.0,Kennedy,37474.0,MACDONALD,Bryce,2.0,N,N,LNP,Liberal National Party of Queensland,OrdinaryVotes,21718,78240,81062,0.26791838345957414,0.27758179959100204,0.27758179959100204
,,Kennedy,,,,,,,Total,,OrdinaryVotes,81062,78240,81062,1.0,1.0360685071574642,1.0360685071574642
,,Kennedy,,,,,,,Total Formal,,OrdinaryVotes,78240,78240,81062,0.9651871407071131,1.0,1.0
QLD,167.0,Kennedy,35991.0,CAMPION,Peter,6.0,N,N,UAPP,United Australia Party,OrdinaryVotes,3427,78240,81062,0.04227628235178012,0.04380112474437628,0.04380112474437628
QLD,167.0,Kennedy,999.0,Informal,Informal,999.0,N,N,,Informal,OrdinaryVotes,2822,78240,81062,0.034812859292886925,0.036068507157464215,0.034812859292886925
NSW,127.0,Kingsford Smith,36781.0,THISTLETHWAITE,Matt,5.0,Y,Y,ALP,Labor,OrdinaryVotes,38895,79913,83758,0.4643735523770864,0.48671680452492083,0.48671680452492083
NSW,127.0,Kingsford Smith,36337.0,DAVIS,Stuart,1.0,N,N,GRN,The Greens,OrdinaryVotes,13091,79913,83758,0.1562955180400678,0.16381564951885175,0.16381564951885175
NSW,127.0,Kingsford Smith,37039.0,TAN,Grace,4.0,N,N,LP,Liberal,OrdinaryVotes,22650,79913,83758,0.2704219298455073,0.28343323364158524,0.28343323364158524
NSW,127.0,Kingsford Smith,37824.0,MARR,Darrin,2.0,N,N,ON,Pauline Hanson's One Nation,OrdinaryVotes,2487,79913,83758,0.029692686071778218,0.031121344462102535,0.031121344462102535
,,Kingsford Smith,,,,,,,Total,,OrdinaryVotes,83758,79913,83758,1.0,1.0481148248720484,1.0481148248720484
,,Kingsford Smith,,,,,,,Total Formal,,OrdinaryVotes,79913,79913,83758,0.9540939372955419,1.0,1.0
NSW,127.0,Kingsford Smith,36338.0,TAWAF,Anthony,3.0,N,N,UAPP,United Australia Party,OrdinaryVotes,2790,79913,83758,0.033310250961102225,0.03491296785253964,0.03491296785253964
NSW,127.0,Kingsford Smith,999.0,Informal,Informal,999.0,N,N,,Informal,OrdinaryVotes,3845,79913,83758,0.04590606270445808,0.04811482487204835,0.04590606270445808
SA,186.0,Kingston,36983.0,RISHWORTH,Amanda,4.0,Y,Y,ALP,Australian Labor Party,OrdinaryVotes,41514,83477,86936,0.47752369559215974,0.49731063646273826,0.49731063646273826
